 89 -106.252  -28.470 -147.000    0.000    0.000    1.000  2
 90 -106.252   28.470 -147.000    0.000    0.000    1.000  2
 91  -77.782   77.782 -147.000    0.000    0.000    1.000  2
 92  -28.470  106.252 -147.000    0.000    0.000    1.000  2
 93   28.470  106.252 -147.000    0.000    0.000    1.000  2
 94   77.782   77.782 -147.000    0.000    0.000    1.000  2
 95  106.252   28.470 -147.000    0.000    0.000    1.000  2
 96  195.715  -25.766  160.600   -0.991    0.131    0.000  3
 97  167.219 -128.312  147.500    0.000    0.000   -1.000  3
 98   75.543 -182.377  160.600   -0.383    0.924    0.000  3
 99  -27.512 -208.972  147.500    0.000    0.000   -1.000  3
100 -120.172 -156.611  160.600    0.609    0.793    0.000  3
101 -194.731  -80.660  147.500    0.000    0.000   -1.000  3
102 -195.715   25.766  160.600    0.991   -0.131    0.000  3
103 -167.219  128.312  147.500    0.000    0.000   -1.000  3
104  -75.543  182.377  160.600    0.383   -0.924    0.000  3
105   27.511  208.972  147.500    0.000    0.000   -1.000  3
106  120.172  156.611  160.600   -0.609   -0.793    0.000  3
107  194.731   80.660  147.500    0.000    0.000   -1.000  3
108  195.715  -25.766 -160.600   -0.991    0.131    0.000  3
109  167.219 -128.312 -147.500    0.000    0.000    1.000  3
110   75.543 -182.377 -160.600   -0.383    0.924    0.000  3
111  -27.512 -208.972 -147.500    0.000    0.000    1.000  3
112 -120.172 -156.611 -160.600    0.609    0.793    0.000  3
113 -194.731  -80.660 -147.500    0.000    0.000    1.000  3
114 -195.715   25.766 -160.600    0.991   -0.131    0.000  3
115 -167.219  128.312 -147.500    0.000    0.000    1.000  3
116  -75.543  182.377 -160.600    0.383   -0.924    0.000  3
117   27.511  208.972 -147.500    0.000    0.000    1.000  3
118  120.172  156.611 -160.600   -0.609   -0.793    0.000  3
119  194.731   80.660 -147.500    0.000    0.000    1.000  3
